stress_score,burnout_score,work_hours_per_week,sleep_hours_per_night,work_mode
7.4,5.6,55,5.4,Hybrid
3.3,0.0,48,6.3,On-site
5.2,2.7,42,6.6,Hybrid
4.5,1.7,44,5.5,Hybrid
5.3,5.0,51,8.0,Hybrid
9.8,8.0,49,4.6,Hybrid
1.2,0.3,42,6.0,Hybrid
8.5,4.3,46,6.4,Remote
6.4,5.5,43,5.6,On-site
4.1,0.8,48,8.2,Remote
8.6,6.3,51,6.6,Remote
6.2,4.1,45,7.2,Remote
7.2,7.3,49,5.0,Remote
6.2,3.6,51,7.3,Hybrid
10.0,9.6,45,4.4,Remote
6.5,4.3,37,5.4,Hybrid
7.4,3.8,49,4.7,Hybrid
2.2,0.0,37,8.3,Remote
8.7,6.5,44,7.0,Remote
9.8,5.9,47,6.9,On-site
10.0,10.0,53,6.3,Hybrid
8.1,6.4,55,7.8,Remote
2.3,0.0,43,5.7,Remote
7.6,4.1,44,5.9,Hybrid
5.6,5.3,40,5.2,Hybrid
6.8,2.2,36,5.9,Remote
5.6,3.4,44,6.6,On-site
7.2,5.6,49,6.3,Remote
6.7,3.4,43,4.7,Hybrid
9.0,7.1,42,5.7,Remote
6.0,5.5,53,7.0,Hybrid
7.5,5.6,47,5.8,On-site
10.0,10.0,52,6.5,Hybrid
6.6,4.2,44,6.6,Hybrid
8.0,3.7,43,6.0,Remote
3.8,3.5,50,4.8,Remote
5.5,3.6,42,7.5,Remote
4.8,2.0,51,7.6,Remote
7.1,7.1,50,5.4,Hybrid
10.0,8.6,40,5.1,Remote
8.4,5.0,47,5.9,On-site
7.0,7.1,43,4.8,Hybrid
6.5,3.0,38,6.9,Hybrid
7.5,6.7,49,7.4,Hybrid
4.4,5.3,47,5.7,Remote
10.0,8.6,50,5.7,On-site
8.4,6.3,52,6.0,Hybrid
6.0,4.6,49,6.8,Hybrid
8.1,6.0,55,8.0,Hybrid
6.5,4.7,49,5.8,On-site
7.1,5.1,43,4.9,Remote
10.0,6.0,48,4.8,On-site
5.5,5.6,52,4.9,On-site
10.0,10.0,54,7.3,Remote
8.1,4.7,49,6.9,Hybrid
9.2,10.0,55,6.2,Hybrid
10.0,9.8,47,4.1,Hybrid
6.3,4.2,38,4.4,On-site
5.8,3.9,51,7.2,Hybrid
10.0,9.8,50,7.2,On-site
10.0,8.8,51,5.4,On-site
7.9,4.8,50,5.2,Remote
6.7,4.5,44,4.6,Hybrid
5.3,2.1,45,6.4,On-site
9.1,6.8,50,6.8,Remote
10.0,8.0,49,6.7,Remote
8.9,5.1,43,6.6,Remote
6.3,7.1,50,5.6,Remote
5.6,3.2,41,7.3,Hybrid
6.2,3.2,43,6.5,Hybrid
6.2,2.6,43,6.7,On-site
10.0,8.7,55,5.5,On-site
4.2,2.2,42,3.7,Hybrid
7.4,2.6,48,7.0,Remote
8.1,8.3,51,6.3,Hybrid
5.5,3.1,48,6.9,On-site
6.3,4.9,44,4.9,Hybrid
7.5,6.1,51,7.1,Hybrid
10.0,10.0,54,5.1,Remote
1.9,2.3,45,4.5,Hybrid
7.6,5.1,47,5.2,Hybrid
7.7,7.3,49,7.3,Hybrid
4.5,4.4,49,5.9,On-site
10.0,9.5,55,4.7,Hybrid
8.2,4.4,40,6.6,Remote
6.9,2.7,45,5.6,On-site
9.0,7.0,47,5.0,On-site
10.0,10.0,49,5.3,On-site
9.0,6.9,46,7.6,Remote
1.5,0.3,42,5.7,Hybrid
9.8,6.7,50,5.2,On-site
2.9,2.2,46,7.0,Hybrid
3.8,2.5,37,5.7,On-site
10.0,8.1,54,6.3,Hybrid
10.0,7.2,47,6.0,Remote
4.1,2.8,42,6.8,Hybrid
8.4,9.6,50,6.5,Remote
8.7,6.4,48,6.5,Remote
8.6,6.0,60,7.0,Hybrid
9.6,8.6,50,6.4,Hybrid
9.2,6.4,50,6.9,On-site
4.0,3.8,49,5.9,Hybrid
7.6,8.7,44,4.5,Remote
7.5,5.6,42,5.9,Hybrid
7.0,5.1,51,6.6,On-site
7.1,6.2,55,7.6,Remote
6.9,5.8,44,5.1,Hybrid
7.9,6.3,53,5.4,Remote
9.7,5.1,46,6.7,On-site
8.6,6.4,48,5.2,Hybrid
7.3,5.1,41,7.4,On-site
5.8,5.6,46,6.6,Remote
7.6,7.4,43,5.8,Hybrid
9.0,8.1,47,5.3,On-site
10.0,10.0,60,6.6,Hybrid
10.0,10.0,49,3.4,Remote
4.4,2.0,47,8.4,Hybrid
7.9,5.2,55,5.5,Hybrid
8.8,9.8,47,4.1,On-site
10.0,10.0,46,6.0,Remote
9.9,9.4,51,6.0,On-site
6.9,6.1,49,5.2,On-site
7.4,6.7,40,5.0,Remote
4.4,4.1,49,6.6,Hybrid
10.0,9.3,57,6.6,Remote
4.9,2.6,44,5.2,Hybrid
10.0,8.0,50,6.0,Hybrid
8.1,7.3,41,5.6,On-site
7.4,4.5,48,6.6,Remote
3.7,1.7,46,4.7,On-site
6.6,6.4,42,4.7,Hybrid
9.5,6.5,45,6.0,Hybrid
4.2,2.2,44,6.6,On-site
6.3,3.0,42,5.1,Remote
10.0,9.7,52,5.4,Remote
8.7,10.0,49,5.6,Hybrid
7.8,6.2,47,5.4,Hybrid
5.4,3.3,45,6.7,Remote
7.3,8.0,50,6.5,Hybrid
5.3,4.1,50,6.6,On-site
6.3,4.7,43,6.2,Remote
8.5,5.7,48,7.2,Hybrid
6.5,5.3,49,6.5,Hybrid
3.2,3.4,53,5.9,Hybrid
5.5,3.9,52,6.8,On-site
5.8,6.9,49,5.9,Remote
4.8,1.2,40,8.0,Remote
7.9,3.7,45,7.5,On-site
10.0,9.2,47,5.7,On-site
7.5,4.4,51,6.9,Hybrid
3.9,1.2,40,7.9,Hybrid
10.0,9.9,51,5.5,Remote
5.6,6.3,43,5.8,Hybrid
1.2,0.2,40,7.1,Remote
9.7,8.4,50,6.0,Hybrid
8.9,5.9,42,6.0,On-site
4.9,3.9,46,6.5,On-site
10.0,10.0,48,6.4,Remote
9.4,8.1,53,5.5,Hybrid
9.0,8.4,48,7.5,On-site
8.4,5.5,54,5.7,Remote
4.4,0.8,42,6.4,On-site
6.9,6.6,51,5.7,Remote
9.6,7.4,46,4.9,Remote
3.8,0.4,39,6.8,On-site
7.2,6.5,54,7.5,Remote
4.6,1.7,50,7.8,On-site
9.1,6.9,59,7.1,Remote
10.0,9.6,50,6.3,On-site
10.0,8.7,47,6.4,Remote
7.6,5.1,40,6.9,Hybrid
5.5,3.0,51,6.4,Hybrid
7.3,6.4,43,4.5,Remote
5.2,3.9,38,3.9,Remote
2.2,0.2,45,7.9,Remote
7.2,7.3,45,6.3,On-site
8.4,7.1,51,6.3,On-site
8.8,8.0,56,5.7,On-site
8.2,5.4,46,4.9,Hybrid
7.6,6.9,42,8.0,On-site
10.0,6.0,48,7.5,Hybrid
6.4,4.2,47,6.7,Remote
7.3,5.9,41,5.8,Hybrid
9.0,6.8,50,6.6,Remote
8.3,5.5,47,6.1,Remote
7.4,2.9,49,6.5,Remote
5.4,1.7,42,7.3,Remote
7.4,7.3,53,6.9,On-site
8.0,4.1,37,6.3,Hybrid
8.6,6.9,42,6.4,Remote
5.7,3.9,43,5.8,Hybrid
6.3,3.5,38,5.2,Remote
4.5,2.1,45,7.0,Hybrid
4.8,2.2,42,6.4,On-site
6.9,3.4,40,5.3,Remote
6.2,3.2,48,5.7,Hybrid
10.0,10.0,52,5.3,Remote
9.5,9.1,50,5.6,Hybrid
4.3,2.1,39,5.9,Remote
7.3,5.3,45,6.7,Hybrid
7.0,6.6,53,6.1,Hybrid
10.0,9.8,45,6.9,Remote
7.4,5.7,49,6.2,Remote
7.5,3.1,38,7.1,Remote
3.0,2.1,48,7.4,Remote
6.5,3.2,40,6.0,Hybrid
10.0,10.0,57,7.3,Remote
4.2,4.4,46,6.6,Remote
7.9,5.4,44,6.6,Hybrid
7.6,3.0,48,6.5,Remote
6.3,4.0,51,5.5,Hybrid
9.4,6.7,48,7.1,Hybrid
10.0,9.8,49,6.7,Remote
3.4,1.6,52,7.1,On-site
7.8,7.6,47,4.6,Remote
3.9,1.8,49,7.0,On-site
6.2,3.7,45,7.4,Hybrid
10.0,10.0,53,5.1,Hybrid
7.1,7.2,59,6.0,Hybrid
3.4,1.9,47,5.3,Remote
10.0,10.0,61,6.5,Hybrid
5.4,6.1,51,4.9,Remote
5.8,5.0,44,4.7,On-site
8.5,8.4,44,4.6,Remote
8.5,8.8,53,5.9,Hybrid
4.8,4.8,39,5.8,Remote
10.0,9.5,51,6.2,Hybrid
9.4,6.9,48,6.9,Remote
8.5,6.8,48,7.1,Remote
8.0,6.1,49,7.6,Hybrid
4.8,5.2,49,5.7,Remote
4.2,1.2,43,6.6,Remote
5.4,0.0,42,6.4,On-site
7.9,5.5,53,5.8,Hybrid
7.9,9.2,54,7.3,Remote
4.0,1.1,41,6.2,On-site
4.9,3.5,41,5.2,Hybrid
5.6,3.1,47,5.7,Hybrid
7.5,4.9,39,5.5,Remote
3.4,4.0,54,4.9,Remote
6.9,5.1,39,5.3,On-site
7.2,5.2,50,6.6,Hybrid
10.0,6.7,45,3.7,Remote
5.6,5.2,47,5.6,Hybrid
7.4,3.8,43,6.9,On-site
2.0,0.0,44,5.7,Remote
5.6,3.0,40,4.4,On-site
6.4,4.5,40,4.3,Remote
6.7,5.4,45,7.6,Remote
3.1,2.7,52,5.4,On-site
7.2,3.4,40,5.1,Hybrid
7.6,4.8,50,4.8,Remote
1.8,0.0,48,5.9,Hybrid
8.4,5.7,43,5.5,Remote
5.7,2.5,47,7.3,Remote
3.9,1.9,46,6.1,Hybrid
2.7,2.3,46,6.7,Hybrid
7.0,6.9,52,5.1,Remote
3.2,0.0,38,6.6,Remote
10.0,8.4,50,6.4,Hybrid
5.6,4.0,38,4.4,Remote
8.2,2.5,45,7.7,Hybrid
10.0,10.0,55,6.3,Remote
10.0,8.9,52,5.8,Remote
5.5,5.3,48,5.8,Hybrid
5.1,3.2,39,4.8,Hybrid
7.1,6.3,47,4.5,On-site
4.5,3.1,46,8.3,On-site
6.9,5.4,48,6.4,Hybrid
8.9,5.3,50,6.0,Hybrid
6.7,6.9,54,5.4,Hybrid
10.0,10.0,47,4.7,Hybrid
5.3,2.7,46,6.6,Remote
4.5,3.2,44,6.4,Remote
8.2,5.5,43,5.4,Remote
8.9,4.4,43,5.8,Remote
3.8,3.6,41,5.8,On-site
5.5,3.7,53,6.7,Remote
9.0,6.0,49,7.7,On-site
6.3,1.7,48,6.3,Hybrid
3.0,0.4,46,6.5,Hybrid
4.7,2.2,44,6.8,Remote
2.7,0.0,47,6.9,Hybrid
6.1,4.5,47,5.2,Hybrid
9.1,5.9,49,7.3,Hybrid
6.9,6.8,50,7.4,Hybrid
7.8,4.1,41,6.4,On-site
6.2,4.8,57,6.8,Remote
5.7,4.4,45,6.5,Hybrid
6.3,7.3,47,6.1,Hybrid
7.7,6.1,46,7.3,On-site
5.2,5.0,45,4.4,Remote
5.7,3.8,46,6.6,Remote
8.1,6.9,45,5.4,On-site
9.1,7.4,45,5.2,Hybrid
2.5,2.0,45,6.2,Hybrid
9.9,6.5,52,6.8,On-site
9.6,7.0,53,4.8,On-site
7.8,7.3,56,5.8,Remote
5.5,7.4,51,5.1,On-site
7.3,5.6,46,5.3,On-site
6.6,2.5,46,8.3,On-site
7.6,3.2,47,6.7,Hybrid
6.4,7.0,48,5.1,Remote
5.5,1.6,49,7.2,On-site
4.9,3.5,48,7.4,Hybrid
7.4,3.9,49,8.2,Remote
8.4,7.4,46,5.6,Hybrid
10.0,9.3,49,6.9,On-site
3.7,2.0,46,6.8,Remote
2.8,0.2,47,6.9,On-site
5.7,3.2,40,6.8,Remote
5.6,5.0,45,5.5,Remote
3.9,4.1,43,5.6,Hybrid
9.0,8.2,50,6.1,Remote
10.0,10.0,54,4.4,Hybrid
3.3,3.5,47,5.8,On-site
4.0,1.8,48,6.9,On-site
7.3,4.4,46,7.1,Remote
8.7,8.3,52,5.3,On-site
3.2,3.0,45,6.2,On-site
5.0,3.5,41,6.9,Remote
8.0,6.9,50,7.7,Hybrid
10.0,7.7,47,6.3,Remote
6.5,2.7,42,5.2,Hybrid
5.9,4.6,51,7.2,On-site
10.0,8.7,42,4.3,Hybrid
4.7,3.5,47,6.3,Hybrid
5.7,5.0,49,5.9,On-site
9.7,7.1,45,7.0,On-site
10.0,10.0,54,6.7,Hybrid
5.6,2.7,47,6.3,Remote
4.9,1.9,48,5.3,Hybrid
5.1,2.2,46,5.9,Hybrid
10.0,10.0,56,5.4,Remote
6.8,6.4,44,5.2,Hybrid
7.2,6.7,46,4.9,Remote
6.8,1.4,42,6.8,On-site
7.1,4.9,46,4.8,On-site
4.6,0.6,44,6.1,Remote
8.1,7.4,47,5.7,Hybrid
3.3,3.6,53,5.7,On-site
10.0,9.1,58,6.2,Hybrid
8.6,9.5,57,4.8,Hybrid
4.8,0.9,35,7.5,Remote
7.4,6.2,44,7.0,Hybrid
7.1,6.0,40,5.7,On-site
5.9,3.1,43,6.3,On-site
10.0,7.5,40,4.7,Hybrid
3.9,1.2,42,6.0,Hybrid
10.0,10.0,54,5.3,On-site
7.5,4.0,46,6.0,Hybrid
5.2,3.2,45,5.9,Hybrid
7.3,2.6,35,6.3,On-site
8.0,4.9,44,5.7,Remote
8.5,6.2,53,6.2,Hybrid
8.7,4.9,38,7.1,Remote
8.0,6.6,45,4.1,Remote
7.5,7.6,43,4.4,Hybrid
5.3,6.6,44,5.3,Remote
6.1,4.1,49,7.4,On-site
6.3,2.8,49,5.3,On-site
7.9,5.5,46,5.7,Remote
6.2,5.7,53,5.6,Remote
3.1,1.3,51,6.4,Remote
2.0,1.1,43,5.4,Hybrid
6.5,5.0,48,6.7,Hybrid
10.0,10.0,49,4.8,Remote
10.0,8.0,48,7.3,On-site
7.6,4.4,46,7.0,Remote
6.8,3.9,47,5.6,On-site
3.5,2.6,44,4.6,On-site
6.4,5.6,50,7.0,On-site
7.6,7.8,56,6.6,Hybrid
5.4,1.9,39,4.7,Hybrid
10.0,7.1,50,5.3,Hybrid
9.5,9.2,60,6.0,Hybrid
9.0,3.8,42,6.8,Hybrid
5.3,5.2,42,6.4,On-site
6.4,3.2,45,7.3,On-site
2.5,1.2,43,6.9,On-site
8.1,6.7,52,7.2,Hybrid
7.0,4.4,40,9.1,Hybrid
6.3,4.9,47,4.4,Remote
6.0,5.3,47,6.5,Remote
6.9,5.4,43,6.1,Hybrid
10.0,5.9,48,5.5,On-site
3.6,0.2,42,5.8,On-site
5.4,1.7,44,7.4,Hybrid
4.9,3.3,39,5.2,Hybrid
7.9,5.6,48,5.2,Hybrid
5.2,6.7,54,6.8,Hybrid
10.0,10.0,47,5.8,Hybrid
10.0,10.0,55,6.0,Remote
7.8,8.8,52,4.4,Hybrid
10.0,9.4,44,5.6,Remote
10.0,9.6,46,5.9,Remote
4.1,2.8,41,8.1,On-site
5.6,4.6,51,5.8,Hybrid
5.2,5.6,44,6.0,On-site
6.1,8.6,57,3.0,Remote
7.3,4.6,42,6.4,Hybrid
5.0,4.1,47,6.4,Hybrid
10.0,6.7,42,7.0,Hybrid
7.5,4.6,45,6.8,Remote
8.2,3.6,50,5.8,On-site
8.8,6.2,45,6.8,On-site
8.3,7.3,56,6.6,Hybrid
4.0,0.0,46,8.1,Hybrid
5.1,5.3,48,4.6,Remote
10.0,7.1,47,6.8,Remote
7.5,6.5,49,6.6,Hybrid
7.9,6.5,55,6.3,Hybrid
6.9,3.5,46,7.0,On-site
6.1,4.2,47,7.4,On-site
5.4,4.0,48,5.0,Remote
3.5,1.1,47,6.0,On-site
7.2,6.6,46,5.7,Hybrid
10.0,9.0,52,5.9,Hybrid
6.0,3.8,41,7.3,Hybrid
7.9,8.0,47,4.3,Remote
10.0,8.0,53,4.4,Remote
9.0,7.0,52,7.4,Remote
6.3,6.3,46,6.4,Hybrid
6.4,5.2,45,6.7,Hybrid
4.6,2.7,48,6.2,Hybrid
5.3,3.8,53,6.7,Hybrid
4.7,0.2,35,5.6,Remote
7.2,4.3,48,5.7,Remote
5.3,3.6,39,6.8,Remote
9.1,7.7,47,6.8,Remote
9.4,6.9,45,5.1,Remote
8.4,6.1,51,6.0,Hybrid
9.8,10.0,48,6.1,Remote
6.6,4.8,51,6.7,Remote
3.5,0.0,45,6.7,On-site
9.1,8.1,56,6.6,On-site
3.5,2.1,44,6.6,On-site
5.3,4.1,52,7.0,Remote
9.5,8.9,50,5.4,Hybrid
6.0,2.4,35,6.8,Remote
7.3,5.8,54,5.8,On-site
8.0,8.9,54,5.2,Hybrid
7.8,4.5,40,6.8,Hybrid
6.1,5.9,46,4.8,Hybrid
7.1,5.0,50,5.0,Hybrid
9.8,7.0,49,5.3,Remote
8.8,7.1,45,5.8,Remote
4.1,2.2,46,5.8,Hybrid
8.7,5.6,43,5.2,Hybrid
7.9,3.4,50,8.2,Remote
6.2,4.3,53,7.7,Hybrid
7.0,8.1,50,4.0,On-site
8.2,4.3,46,5.8,Hybrid
8.0,5.2,55,5.9,On-site
6.6,4.6,49,7.4,Remote
7.4,4.9,44,5.6,Hybrid
10.0,10.0,52,6.1,Remote
8.8,7.7,58,5.3,Remote
6.2,4.3,49,6.3,Hybrid
8.6,4.0,38,6.1,On-site
7.9,7.7,47,5.5,On-site
10.0,10.0,55,5.2,On-site
5.8,5.3,50,8.2,On-site
7.0,7.0,54,5.0,Remote
9.3,7.3,49,7.4,On-site
6.5,3.9,44,5.6,On-site
8.0,10.0,59,4.3,Remote
5.5,5.0,50,4.7,Remote
8.5,7.6,46,4.9,Remote
10.0,7.7,54,6.9,On-site
2.8,1.1,40,6.5,Hybrid
6.8,5.1,49,5.7,Hybrid
5.9,5.2,43,5.7,On-site
8.6,6.5,42,4.7,Hybrid
10.0,7.9,52,6.0,On-site
5.2,3.6,44,5.2,Hybrid
8.5,9.1,50,3.7,Remote
3.4,3.1,48,6.3,On-site
9.5,8.5,51,5.5,Hybrid
7.4,3.6,37,7.5,Hybrid
10.0,10.0,48,4.7,On-site
10.0,8.1,49,5.2,Remote
7.9,5.6,44,5.6,On-site
4.0,2.7,38,4.9,Hybrid
7.0,6.9,54,5.9,Hybrid
6.6,6.2,41,6.8,Hybrid
9.0,8.1,52,6.5,On-site
7.9,5.5,45,4.2,Hybrid
6.8,4.6,47,6.1,Hybrid
10.0,10.0,61,5.7,Remote
8.4,8.5,43,5.9,Remote
7.8,4.4,43,7.2,Hybrid
10.0,9.7,41,7.9,Hybrid
6.3,2.4,39,6.9,Hybrid
7.9,5.2,44,5.9,Hybrid
9.5,7.4,46,4.7,Hybrid
8.7,6.2,41,6.2,Remote
10.0,6.8,48,5.1,Remote
8.6,7.0,50,5.2,On-site
8.9,8.4,51,6.8,Hybrid
3.0,3.3,56,6.9,Hybrid
10.0,10.0,45,4.1,Hybrid
5.6,4.3,44,6.8,Remote
9.2,5.3,42,7.7,On-site
4.5,2.1,48,7.0,On-site
8.0,7.3,48,4.2,Hybrid
5.9,4.9,39,3.0,Remote
10.0,10.0,50,4.4,Remote
7.1,7.0,46,6.0,Remote
7.8,9.5,52,5.8,Remote
4.9,2.3,42,7.4,Remote
6.6,4.8,45,4.5,Remote
8.9,10.0,46,4.1,Hybrid
3.6,2.3,43,6.1,Remote
10.0,10.0,56,6.5,Hybrid
8.3,7.8,52,6.1,Remote
5.1,4.7,50,6.3,On-site
6.0,2.5,44,6.1,Hybrid
7.9,6.4,52,6.1,Hybrid
5.8,2.2,47,6.0,Remote
2.7,0.2,47,5.9,Remote
3.2,0.0,43,6.7,Remote
6.1,3.6,37,5.2,Remote
10.0,10.0,63,6.9,Remote
4.2,1.0,42,7.8,On-site
10.0,7.2,46,7.7,Hybrid
10.0,8.5,39,5.3,Hybrid
8.4,7.3,52,5.6,Hybrid
5.5,3.1,43,8.6,Hybrid
7.4,6.2,49,7.3,On-site
4.6,4.6,45,5.9,Hybrid
10.0,9.4,52,6.3,Remote
9.5,9.5,48,4.6,Remote
7.4,3.9,43,6.2,Remote
7.2,6.7,40,5.1,Remote
10.0,8.3,50,7.0,Hybrid
4.2,1.5,43,5.7,On-site
7.9,6.4,53,6.7,Hybrid
5.2,2.4,47,5.2,Remote
9.0,9.5,58,5.5,Remote
7.1,8.1,51,5.7,Remote
7.6,5.1,50,6.2,On-site
10.0,7.4,50,4.3,Remote
6.8,4.8,42,6.0,Hybrid
6.5,5.4,51,5.6,Remote
7.5,4.1,45,6.4,Hybrid
8.5,8.4,43,6.3,Hybrid
5.1,1.5,40,6.0,On-site
7.3,6.5,47,5.1,Hybrid
3.3,1.9,42,3.3,Hybrid
9.1,9.6,48,3.4,Hybrid
4.3,2.4,46,4.9,Hybrid
4.8,6.2,42,5.2,On-site
5.0,3.5,53,5.5,On-site
8.4,3.3,39,6.2,Hybrid
7.8,7.9,52,5.6,On-site
3.8,0.3,41,8.5,On-site
10.0,7.6,56,5.1,Hybrid
9.2,8.1,56,7.0,Hybrid
3.2,2.1,37,5.3,Remote
6.1,2.4,50,8.5,On-site
6.8,8.2,44,4.7,Hybrid
8.5,8.6,51,5.4,Remote
2.9,0.7,51,6.9,Remote
8.3,7.0,47,5.7,Hybrid
5.3,3.5,56,5.2,Hybrid
4.0,2.1,43,7.0,Hybrid
7.2,3.9,43,6.1,Hybrid
4.2,0.0,35,7.4,Hybrid
7.3,6.4,52,4.8,Hybrid
9.0,6.1,44,6.9,On-site
8.8,6.5,56,7.2,Remote
10.0,7.1,55,6.4,Hybrid
10.0,10.0,57,5.7,On-site
5.5,2.0,40,7.4,On-site
9.5,9.4,51,6.6,Remote
8.1,4.8,47,4.5,On-site
6.5,5.1,47,5.2,Hybrid
8.6,4.1,49,7.7,Remote
5.8,2.2,55,7.1,On-site
8.6,8.0,49,6.5,On-site
8.1,7.3,63,6.4,On-site
8.5,6.2,50,7.8,Remote
8.0,8.8,49,4.9,Hybrid
5.5,3.2,47,4.3,Remote
4.3,3.2,40,5.9,Hybrid
10.0,10.0,56,6.0,Hybrid
6.0,5.5,40,6.5,Remote
7.5,6.2,52,5.3,On-site
8.7,4.0,37,7.1,Remote
7.6,6.4,45,5.7,On-site
7.4,3.1,50,7.2,On-site
4.6,5.0,47,5.9,Hybrid
8.1,6.3,40,4.0,On-site
9.3,6.9,52,3.7,Remote
8.4,5.1,47,7.5,Hybrid
3.7,2.0,46,7.1,Hybrid
6.9,4.1,43,8.1,Remote
5.0,2.3,47,6.3,On-site
10.0,9.4,48,4.5,Remote
8.7,10.0,59,6.2,Remote
8.6,9.2,50,7.2,Hybrid
6.3,3.2,44,6.4,On-site
8.7,8.2,39,5.6,Remote
4.6,0.9,43,6.5,Remote
7.4,5.2,45,7.6,On-site
6.4,4.6,41,5.8,Remote
6.6,3.3,44,6.8,Remote
9.3,7.0,39,6.4,On-site
4.4,2.6,36,6.4,On-site
6.9,6.0,50,4.1,Hybrid
6.5,5.3,44,6.3,Remote
9.3,9.3,50,6.6,Remote
9.8,8.4,45,7.3,Remote
8.2,7.1,49,6.7,Hybrid
8.6,9.2,46,4.9,On-site
2.8,2.2,43,7.4,Hybrid
9.7,6.2,51,5.7,On-site
8.7,7.1,52,5.2,On-site
5.9,5.3,43,5.1,Remote
4.6,2.1,41,6.2,Hybrid
7.9,8.3,53,7.4,Remote
5.5,2.8,47,7.5,Remote
8.0,5.1,48,5.5,On-site
8.2,6.8,52,7.2,Remote
9.7,6.5,55,5.2,Remote
9.9,7.8,43,5.9,On-site
9.2,7.5,42,6.1,Remote
7.8,8.6,48,4.6,Remote
7.1,2.9,50,6.0,Remote
4.4,2.6,47,5.2,Remote
5.4,1.0,54,5.8,Remote
3.6,0.2,35,4.4,Remote
6.9,5.7,49,6.3,Hybrid
10.0,9.2,53,5.1,Hybrid
10.0,9.9,54,4.3,Hybrid
6.8,4.9,41,7.3,On-site
8.3,7.6,49,4.6,Remote
4.7,5.4,51,6.3,Hybrid
4.5,0.0,44,8.8,Remote
1.0,0.5,39,4.9,On-site
6.1,5.7,42,4.7,Hybrid
10.0,6.5,48,4.8,Remote
4.9,4.4,50,7.8,Remote
6.4,4.4,46,8.1,Remote
5.7,2.2,41,4.8,Hybrid
3.3,0.9,49,6.2,Hybrid
9.5,6.0,43,4.1,On-site
5.1,2.9,39,8.6,On-site
10.0,10.0,52,7.8,Hybrid
9.9,9.2,42,4.0,Remote
10.0,10.0,62,7.3,On-site
9.9,6.5,51,6.8,On-site
8.2,5.9,50,6.9,Hybrid
4.8,2.2,47,7.2,Remote
5.3,1.8,41,6.7,Remote
5.0,3.8,45,6.9,Remote
3.0,1.8,47,8.0,On-site
9.0,9.4,48,4.7,Remote
7.7,6.1,44,5.5,Hybrid
5.9,2.9,45,7.1,Remote
8.7,9.3,44,5.2,Remote
4.2,4.3,53,6.7,Remote
10.0,7.0,53,6.2,Remote
1.2,0.2,50,8.0,Remote
6.8,5.0,41,5.2,On-site
10.0,10.0,52,7.4,Remote
10.0,7.7,49,4.5,Hybrid
6.3,2.2,50,5.5,Remote
3.3,3.1,43,5.5,Remote
6.8,4.0,39,6.0,Remote
10.0,9.7,41,6.2,On-site
9.5,5.5,54,6.2,Hybrid
4.0,2.7,43,6.1,Remote
6.2,5.6,53,5.9,On-site
7.9,7.1,49,6.9,On-site
10.0,8.9,43,5.3,Hybrid
5.9,4.4,50,6.9,On-site
7.1,5.2,50,6.8,Hybrid
5.9,6.6,46,5.8,Remote
6.5,4.2,50,6.7,Remote
5.7,4.3,43,8.1,Remote
6.9,6.6,48,6.4,Remote
3.3,3.2,52,6.9,Hybrid
3.0,3.3,49,6.4,Hybrid
8.7,6.3,58,5.1,Hybrid
3.9,4.1,56,6.1,Remote
5.4,1.8,47,5.9,On-site
7.7,4.6,44,5.5,Remote
6.8,5.0,48,5.9,Hybrid
4.9,3.0,49,5.7,On-site
7.9,9.9,55,5.8,Hybrid
8.8,4.5,49,6.3,Hybrid
5.0,6.1,57,6.6,On-site
10.0,10.0,47,6.2,Remote
6.9,4.0,46,6.0,On-site
7.5,6.5,51,5.9,Remote
4.9,5.0,56,4.6,Hybrid
8.0,7.8,50,6.2,Hybrid
10.0,9.9,55,6.9,Remote
7.1,5.8,49,6.3,Remote
7.3,6.2,50,7.9,On-site
10.0,7.3,56,7.9,Remote
8.0,6.3,45,6.2,Remote
3.7,1.7,46,6.6,Remote
8.3,5.9,57,5.9,Hybrid
8.3,8.4,46,6.9,Hybrid
4.1,2.7,40,6.9,On-site
10.0,4.7,49,6.1,Hybrid
10.0,7.8,46,6.7,On-site
8.1,6.7,50,7.5,On-site
9.9,7.8,51,6.3,Hybrid
6.9,6.6,44,4.8,Hybrid
7.5,5.1,48,6.0,Hybrid
8.3,6.1,44,6.5,On-site
8.4,5.8,47,5.8,Hybrid
5.7,4.6,35,6.7,Hybrid
6.7,5.6,45,4.8,Remote
4.4,1.1,54,7.4,On-site
4.0,4.1,43,5.6,On-site
7.1,6.9,52,5.8,Hybrid
10.0,10.0,53,6.1,On-site
4.9,1.0,43,7.2,Hybrid
8.6,6.9,54,4.1,Remote
10.0,10.0,53,5.8,Hybrid
5.5,4.9,48,5.4,Hybrid
5.3,5.8,43,4.2,Remote
8.9,3.8,45,7.7,Hybrid
5.5,0.0,43,8.0,Remote
8.2,7.6,53,5.9,Hybrid
8.1,6.9,49,5.4,Hybrid
8.5,4.7,45,5.6,Hybrid
7.7,6.5,44,5.5,Hybrid
9.2,8.4,48,7.2,Remote
3.4,3.6,58,8.0,Remote
4.4,1.0,40,6.1,On-site
7.2,4.7,46,5.9,Remote
7.0,5.4,40,3.3,Hybrid
6.1,7.9,48,5.7,Hybrid
6.7,4.0,44,6.2,On-site
8.7,7.5,48,6.4,Remote
8.3,8.2,49,6.2,Remote
7.6,8.3,44,5.3,On-site
