job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
DevOps Engineer,Senior,15,3.0,Mid (201-1000),AI / ML Startup,On-site,40000,49,1.7,10,6.0,3,16,0,0,1,4.7,3.5,3.2,1.8,8.8,6.4
Data Scientist,Senior,16,1.4,Mid (201-1000),Gaming,Hybrid,120910,36,3.8,13,5.3,3,13,0,0,1,5.4,7.7,4.1,1.0,8.0,9.4
DevOps Engineer,Lead,16,0.3,Startup (1-50),Gaming,Hybrid,152556,44,7.4,4,6.2,5,3,0,0,1,9.0,10.0,7.5,4.0,3.4,7.7
DevOps Engineer,Senior,12,3.2,Enterprise (5000+),AI / ML Startup,Remote,107384,46,2.6,45,5.0,1,11,1,1,1,5.9,7.1,6.8,5.8,6.9,6.9
Cloud Engineer,Manager,10,1.4,Small (51-200),Healthcare Tech,Remote,152194,54,6.8,18,7.4,3,11,1,0,1,8.5,5.9,6.5,4.5,2.9,9.0
Data Scientist,Mid,14,2.6,Mid (201-1000),E-commerce,Hybrid,84320,42,4.9,21,6.2,3,19,0,0,1,1.0,6.0,3.4,6.8,6.7,6.5
Frontend Developer,Junior,12,5.1,Large (1001-5000),SaaS / Cloud,Remote,40000,48,2.9,23,6.3,5,2,0,0,1,6.7,6.3,1.3,5.5,6.2,4.1
Software Engineer,Mid,1,0.7,Small (51-200),AI / ML Startup,Hybrid,71169,51,3.1,19,4.4,5,9,1,0,1,3.5,2.2,2.2,7.5,4.1,8.4
Backend Developer,Mid,0,0.7,Large (1001-5000),Fintech,On-site,79459,53,5.4,28,5.5,1,27,0,0,0,7.3,5.4,7.0,5.5,7.5,4.8
Frontend Developer,Senior,15,1.5,Small (51-200),AI / ML Startup,Remote,64555,47,3.3,23,5.3,2,19,0,0,1,6.6,3.1,1.4,7.2,10.0,8.2
Backend Developer,Lead,9,1.7,Mid (201-1000),Fintech,On-site,150134,52,5.3,18,5.1,4,13,0,0,1,7.1,3.6,7.5,6.2,7.8,5.7
Data Scientist,Senior,17,2.3,Startup (1-50),Gaming,Remote,85314,48,4.1,4,6.5,3,13,1,1,1,5.9,6.5,4.9,1.0,9.1,8.5
Software Engineer,Mid,5,0.3,Startup (1-50),E-commerce,Remote,40000,35,3.4,3,6.2,2,13,0,0,1,5.7,8.1,3.4,6.1,7.0,5.7
Full Stack Developer,Manager,17,3.4,Mid (201-1000),E-commerce,Hybrid,68110,43,5.2,25,6.3,3,4,0,0,0,7.6,2.6,3.8,7.8,6.3,5.2
DevOps Engineer,Senior,8,5.0,Enterprise (5000+),Fintech,Hybrid,130282,52,3.7,25,6.5,4,9,0,0,0,6.4,4.3,5.1,9.3,6.3,2.6
DevOps Engineer,Senior,9,2.0,Mid (201-1000),Social Media / AdTech,Remote,110483,48,2.5,9,6.6,0,18,0,0,0,3.9,4.5,9.3,3.8,2.0,6.3
Product Manager,Mid,3,3.4,Mid (201-1000),Healthcare Tech,Remote,107755,50,4.4,5,6.9,2,10,0,0,1,5.9,3.3,6.0,1.9,4.1,6.2
Data Scientist,Senior,15,2.5,Mid (201-1000),E-commerce,Hybrid,146437,48,6.2,16,7.0,6,5,0,0,0,3.7,5.3,9.4,3.9,6.9,4.1
Software Engineer,Senior,9,4.0,Startup (1-50),Healthcare Tech,Remote,84043,45,1.1,2,5.2,3,13,1,1,1,8.0,6.7,5.1,5.7,4.2,3.7
Product Manager,Junior,10,0.1,Startup (1-50),Enterprise Software,Remote,73442,52,3.2,5,4.8,1,13,0,0,1,5.7,6.6,3.2,1.0,5.7,6.9
Data Scientist,Lead,10,0.1,Mid (201-1000),SaaS / Cloud,Remote,121645,53,6.9,7,6.4,3,21,0,0,1,4.6,6.8,5.5,6.4,5.8,8.7
ML Engineer,Junior,9,3.5,Enterprise (5000+),Consulting,Remote,62749,43,3.4,34,4.2,5,17,0,0,0,2.2,3.8,3.7,6.6,7.7,7.2
ML Engineer,Junior,23,4.5,Enterprise (5000+),SaaS / Cloud,Remote,40000,47,3.2,38,6.0,3,5,0,0,0,5.9,5.3,3.1,3.8,2.9,8.1
Full Stack Developer,Senior,20,2.7,Large (1001-5000),Gaming,Hybrid,50418,43,3.8,25,5.7,2,13,1,0,1,4.2,3.4,3.5,7.0,6.9,7.0
Software Engineer,Mid,12,6.8,Enterprise (5000+),AI / ML Startup,Hybrid,72512,50,2.0,46,4.8,5,16,0,0,1,8.2,3.9,4.4,5.1,5.5,6.7
Software Engineer,Lead,8,1.0,Small (51-200),Consulting,On-site,148314,48,5.4,28,6.4,2,24,1,0,1,8.7,4.9,6.4,4.6,4.7,4.0
DevOps Engineer,Junior,7,5.9,Enterprise (5000+),Cybersecurity,Hybrid,65793,47,5.2,30,6.0,2,8,0,0,0,4.5,8.5,5.9,3.8,8.5,8.4
Data Scientist,Lead,8,0.3,Small (51-200),Fintech,On-site,147133,53,4.7,6,5.7,2,8,0,0,1,5.5,6.8,4.0,5.2,6.4,4.3
Software Engineer,Mid,18,4.4,Startup (1-50),Fintech,On-site,40000,44,2.4,4,4.3,0,13,1,0,1,1.0,4.6,2.1,4.4,4.5,5.8
Software Engineer,Mid,12,3.9,Enterprise (5000+),Gaming,Hybrid,85615,42,2.9,56,6.8,6,4,0,0,0,2.3,5.7,2.6,2.9,7.2,6.1
Data Scientist,Mid,14,0.9,Small (51-200),Enterprise Software,On-site,85560,46,4.1,23,6.0,3,11,0,0,0,5.0,7.4,6.7,5.5,5.6,4.0
ML Engineer,Lead,10,7.9,Large (1001-5000),SaaS / Cloud,Hybrid,57214,54,6.5,14,4.7,3,24,1,0,0,4.8,3.8,1.6,5.1,10.0,4.0
Full Stack Developer,Manager,15,5.6,Mid (201-1000),Healthcare Tech,On-site,115333,50,5.4,15,4.7,3,6,1,1,0,1.2,3.3,1.3,6.0,3.3,7.9
DevOps Engineer,Senior,6,8.9,Small (51-200),Social Media / AdTech,Hybrid,40000,47,6.5,8,6.2,2,7,0,0,1,6.9,7.2,3.5,5.5,6.6,4.6
DevOps Engineer,Lead,1,1.6,Large (1001-5000),Fintech,Remote,104455,54,6.1,5,7.1,2,12,1,1,0,5.3,4.3,6.7,4.7,6.5,5.8
Software Engineer,Senior,12,8.6,Large (1001-5000),Consulting,Hybrid,40000,36,1.7,9,5.3,6,11,1,1,1,5.0,2.5,2.2,4.7,6.5,4.9
QA Engineer,Principal,18,8.2,Large (1001-5000),AI / ML Startup,Remote,120271,54,5.3,27,7.6,3,20,0,0,1,4.2,7.1,2.2,4.9,7.8,5.7
Backend Developer,Mid,11,0.3,Startup (1-50),SaaS / Cloud,Hybrid,62147,44,5.6,2,5.6,4,8,1,0,1,3.5,4.5,4.6,9.6,7.2,5.7
DevOps Engineer,Lead,9,0.3,Startup (1-50),Fintech,Hybrid,87029,46,7.8,7,4.5,2,10,0,0,1,6.4,6.6,2.6,6.7,6.2,8.8
QA Engineer,Mid,8,0.7,Startup (1-50),E-commerce,Hybrid,46468,55,1.5,8,6.4,2,13,0,0,1,6.8,6.6,4.4,3.2,5.6,5.4
Cybersecurity Engineer,Principal,18,1.9,Small (51-200),Consulting,On-site,118221,51,7.3,28,5.3,5,12,0,0,1,1.2,5.2,2.7,6.4,4.5,8.5
DevOps Engineer,Senior,18,1.5,Enterprise (5000+),SaaS / Cloud,Remote,126723,44,1.0,46,4.4,3,10,0,0,1,6.9,5.8,3.4,7.6,8.3,8.2
Full Stack Developer,Senior,7,0.2,Enterprise (5000+),Consulting,Remote,143067,53,4.7,59,5.4,1,21,1,0,1,3.7,6.0,4.3,3.9,6.0,6.5
ML Engineer,Senior,9,1.2,Startup (1-50),Enterprise Software,Hybrid,132248,51,1.6,8,8.0,1,10,0,0,1,3.6,4.3,5.5,7.1,6.3,5.6
Full Stack Developer,Manager,6,1.1,Startup (1-50),Healthcare Tech,Hybrid,40000,52,3.4,7,4.0,1,20,0,0,1,4.6,2.7,1.8,2.5,5.6,7.7
Frontend Developer,Manager,12,2.0,Large (1001-5000),Fintech,Remote,136492,51,4.9,22,7.3,7,6,0,0,1,7.3,5.4,5.5,7.6,5.9,7.8
Software Engineer,Principal,18,3.0,Large (1001-5000),SaaS / Cloud,Hybrid,131868,53,5.7,26,4.6,3,16,1,1,1,10.0,7.1,7.8,9.7,3.6,5.5
QA Engineer,Lead,16,0.4,Mid (201-1000),Enterprise Software,Remote,82895,51,7.2,10,5.6,2,6,0,0,1,5.2,2.8,4.7,4.7,6.0,7.1
Data Scientist,Lead,9,0.3,Startup (1-50),E-commerce,Remote,145983,50,3.4,7,6.0,6,18,0,0,1,7.3,1.2,6.0,5.6,7.7,7.6
DevOps Engineer,Principal,15,2.7,Small (51-200),Consulting,Remote,118548,48,3.4,16,5.3,0,8,1,1,1,5.4,8.4,3.1,6.8,7.4,5.8
Software Engineer,Junior,21,2.7,Enterprise (5000+),Cybersecurity,Hybrid,64776,50,1.7,35,6.7,3,7,0,0,1,6.1,7.1,7.5,3.1,8.9,4.5
Software Engineer,Lead,3,2.6,Large (1001-5000),Consulting,On-site,113219,43,6.8,16,5.4,1,2,1,0,1,7.7,1.0,5.9,4.5,4.7,7.9
Backend Developer,Senior,10,0.3,Mid (201-1000),SaaS / Cloud,Hybrid,126609,45,4.2,14,5.6,1,4,0,0,1,4.5,4.9,5.3,8.1,5.8,4.8
QA Engineer,Junior,4,8.4,Mid (201-1000),AI / ML Startup,Hybrid,40000,49,2.7,28,7.6,2,15,0,0,0,6.0,6.1,3.0,2.0,7.5,9.5
Data Analyst,Mid,0,2.9,Startup (1-50),Healthcare Tech,Hybrid,70063,49,0.0,8,6.2,1,12,0,0,1,7.9,8.1,3.8,6.5,8.2,8.3
Backend Developer,Mid,9,3.5,Enterprise (5000+),SaaS / Cloud,Hybrid,112241,43,3.5,20,5.4,5,12,1,0,0,6.3,7.8,5.3,7.9,5.0,1.0
Data Analyst,Senior,13,0.3,Startup (1-50),Consulting,Hybrid,91722,49,4.7,4,7.0,1,13,1,1,1,5.6,7.5,6.1,1.5,8.9,6.8
Data Scientist,Junior,14,3.8,Large (1001-5000),Consulting,Hybrid,58495,46,0.9,24,5.2,2,18,0,0,1,10.0,6.6,1.0,2.7,7.7,5.9
Data Analyst,Senior,4,1.7,Mid (201-1000),AI / ML Startup,Remote,100835,40,3.4,29,5.2,2,0,0,0,1,5.0,7.1,3.4,3.4,7.6,6.3
Full Stack Developer,Mid,3,1.8,Enterprise (5000+),Healthcare Tech,Hybrid,69555,42,5.1,39,6.6,4,9,0,0,1,7.4,6.0,4.2,6.8,2.1,5.7
Data Analyst,Lead,7,1.3,Mid (201-1000),SaaS / Cloud,Hybrid,94382,56,7.1,18,6.9,2,7,1,1,0,1.3,6.1,4.8,6.1,6.7,6.4
ML Engineer,Junior,0,5.2,Enterprise (5000+),Healthcare Tech,Remote,77017,36,5.2,56,6.3,1,9,1,1,1,7.1,5.2,9.8,4.2,7.4,6.9
Data Scientist,Mid,3,1.1,Enterprise (5000+),SaaS / Cloud,On-site,108451,45,2.6,58,5.0,5,9,1,0,0,7.1,5.9,5.5,4.4,6.6,6.4
Software Engineer,Senior,5,1.9,Startup (1-50),Cybersecurity,Hybrid,113213,48,2.6,4,6.5,4,13,0,0,0,7.6,4.4,5.1,6.8,5.2,5.6
Software Engineer,Principal,7,1.7,Mid (201-1000),Consulting,Remote,179241,48,0.9,29,7.9,3,17,0,0,1,5.6,6.3,5.5,5.3,7.3,8.3
Full Stack Developer,Lead,20,1.2,Startup (1-50),AI / ML Startup,Remote,144950,51,7.1,3,5.3,2,0,1,1,1,4.0,4.5,6.8,4.0,4.0,5.7
QA Engineer,Mid,0,0.9,Mid (201-1000),E-commerce,On-site,40000,40,1.9,23,5.3,1,3,0,0,1,4.6,7.6,4.5,6.6,5.9,6.6
Product Manager,Principal,11,0.2,Large (1001-5000),Cybersecurity,Hybrid,130030,50,3.5,5,5.4,0,4,0,0,0,3.0,5.2,3.8,5.0,6.2,4.4
ML Engineer,Manager,0,1.4,Enterprise (5000+),SaaS / Cloud,Hybrid,196819,53,6.2,55,7.1,3,16,0,0,0,3.8,10.0,6.1,6.9,9.9,4.6
Software Engineer,Senior,12,2.6,Enterprise (5000+),Consulting,Remote,122990,49,3.7,33,6.3,3,16,0,0,1,5.2,4.1,4.0,4.7,9.0,4.3
Software Engineer,Senior,11,0.5,Startup (1-50),Cybersecurity,On-site,106971,43,3.1,4,5.8,2,9,0,0,0,1.0,3.6,4.1,6.2,7.6,5.5
Software Engineer,Senior,4,7.0,Mid (201-1000),AI / ML Startup,Hybrid,89381,46,4.5,23,6.1,3,12,1,0,1,3.2,5.7,4.6,3.6,5.4,4.1
Software Engineer,Lead,7,0.2,Startup (1-50),Enterprise Software,Remote,103572,52,4.7,8,7.4,0,10,0,0,1,9.4,9.6,7.8,4.3,9.8,3.5
Product Manager,Senior,12,1.7,Enterprise (5000+),AI / ML Startup,Hybrid,133735,54,2.2,54,6.5,1,18,1,1,1,6.8,5.3,3.2,4.4,8.1,5.9
Software Engineer,Mid,19,3.6,Small (51-200),Fintech,On-site,67146,39,3.7,26,5.2,0,24,0,0,1,7.6,8.6,4.5,5.1,5.9,7.2
Software Engineer,Junior,10,12.8,Large (1001-5000),SaaS / Cloud,Hybrid,53205,46,3.0,19,6.2,6,19,0,0,0,9.6,10.0,4.6,4.3,3.5,7.6
DevOps Engineer,Junior,15,1.6,Mid (201-1000),E-commerce,Remote,68130,44,2.7,28,5.8,4,21,0,0,0,6.2,8.3,2.3,3.6,5.7,6.5
Product Manager,Junior,7,4.5,Large (1001-5000),Healthcare Tech,Hybrid,55163,42,3.6,15,5.3,5,12,0,0,0,5.5,3.0,1.0,5.7,7.5,6.4
ML Engineer,Principal,4,5.7,Small (51-200),Cybersecurity,Hybrid,48692,55,3.8,17,6.0,1,17,1,0,1,5.7,7.1,5.0,2.2,5.2,3.6
Data Analyst,Mid,5,0.5,Mid (201-1000),SaaS / Cloud,Hybrid,56778,49,5.3,29,6.1,6,0,0,0,1,7.0,5.6,2.8,8.0,8.7,5.9
QA Engineer,Junior,12,1.3,Startup (1-50),Cybersecurity,Remote,40000,37,6.0,5,6.1,1,3,1,1,0,4.5,5.1,2.4,1.0,6.5,4.1
DevOps Engineer,Senior,23,0.2,Startup (1-50),SaaS / Cloud,On-site,40000,47,0.8,3,7.3,1,17,0,0,0,9.4,5.5,5.2,8.0,5.8,9.1
Data Analyst,Junior,20,1.0,Mid (201-1000),SaaS / Cloud,Remote,57131,38,5.2,25,6.1,4,13,1,0,1,6.1,3.6,1.8,6.0,7.1,5.4
Frontend Developer,Senior,15,0.2,Mid (201-1000),E-commerce,Remote,84794,39,2.7,8,5.2,1,14,0,0,1,7.2,7.2,2.1,5.4,5.3,6.3
Software Engineer,Lead,15,15.0,Small (51-200),Consulting,On-site,126848,55,7.1,18,7.5,5,14,0,0,0,3.7,6.0,7.0,2.9,9.0,5.9
Frontend Developer,Senior,9,2.5,Small (51-200),AI / ML Startup,Hybrid,91457,48,1.6,18,6.0,2,6,0,0,0,7.7,8.7,6.1,2.4,6.2,6.9
DevOps Engineer,Junior,13,2.3,Mid (201-1000),Fintech,Remote,47383,47,3.4,26,6.4,0,9,0,0,1,6.2,6.1,6.2,5.3,8.8,5.4
Backend Developer,Mid,18,4.8,Small (51-200),Cybersecurity,Hybrid,55554,44,3.2,13,6.5,7,9,1,0,0,8.4,10.0,2.3,3.6,5.8,7.7
Data Analyst,Mid,4,0.3,Enterprise (5000+),Cybersecurity,On-site,84050,40,2.7,52,5.8,6,14,0,0,1,4.7,3.8,2.2,5.6,6.3,7.5
Cloud Engineer,Senior,11,0.4,Small (51-200),Fintech,On-site,59624,54,7.3,12,5.6,1,9,1,0,1,5.5,5.2,3.7,6.8,5.2,5.6
Data Analyst,Mid,0,10.4,Enterprise (5000+),E-commerce,Remote,40000,55,3.2,58,6.1,1,10,1,1,1,8.8,1.0,1.0,1.0,7.0,7.5
Data Scientist,Senior,8,1.8,Large (1001-5000),Cybersecurity,Remote,44690,52,8.5,25,5.7,0,11,0,0,1,7.4,3.8,5.2,5.5,6.1,9.7
Backend Developer,Senior,2,1.5,Small (51-200),Consulting,Hybrid,40000,40,2.4,21,4.8,5,9,0,0,1,4.3,5.8,4.9,8.0,9.1,4.6
DevOps Engineer,Senior,15,0.5,Mid (201-1000),Fintech,Hybrid,126075,48,4.7,16,5.8,1,3,0,0,1,5.9,8.6,4.9,3.6,8.9,6.5
ML Engineer,Mid,6,1.4,Mid (201-1000),Fintech,Hybrid,107985,47,3.5,17,5.0,3,6,0,0,1,3.5,9.5,5.5,3.0,6.3,5.7
Full Stack Developer,Mid,16,0.1,Enterprise (5000+),Healthcare Tech,Hybrid,82633,42,5.7,48,5.8,4,2,1,1,1,5.3,9.3,6.3,3.3,2.5,5.8
Backend Developer,Senior,15,3.3,Mid (201-1000),SaaS / Cloud,Hybrid,40000,56,2.2,10,4.9,6,10,0,0,0,4.5,3.5,1.7,3.7,5.4,5.3
Data Scientist,Senior,18,1.8,Startup (1-50),Enterprise Software,Hybrid,93410,43,3.0,7,6.5,0,7,0,0,1,9.6,6.0,2.5,3.9,5.7,9.2
DevOps Engineer,Mid,8,2.3,Large (1001-5000),AI / ML Startup,Hybrid,77421,39,4.7,22,6.7,4,12,0,0,1,5.1,1.2,4.5,5.3,10.0,5.0
Frontend Developer,Senior,12,7.3,Large (1001-5000),E-commerce,On-site,40000,43,2.7,26,5.5,2,14,0,0,1,4.5,9.9,4.9,7.2,2.5,6.8
Data Analyst,Junior,17,0.1,Startup (1-50),E-commerce,On-site,40000,35,3.1,7,5.8,2,11,0,0,1,4.2,3.7,4.8,5.2,6.2,3.2
Software Engineer,Manager,9,2.2,Mid (201-1000),Consulting,Remote,114009,44,6.4,10,5.3,3,7,1,1,1,5.7,6.0,4.7,4.2,5.6,5.8
Full Stack Developer,Mid,6,3.4,Enterprise (5000+),Gaming,On-site,78876,49,0.0,32,6.2,3,7,0,0,0,8.0,8.7,6.7,2.2,4.8,7.6
DevOps Engineer,Manager,6,2.0,Small (51-200),Enterprise Software,Hybrid,141587,48,10.0,22,5.5,0,3,0,0,0,3.1,6.0,3.8,8.7,7.4,6.3
Cloud Engineer,Lead,16,0.1,Mid (201-1000),AI / ML Startup,Remote,61694,46,5.7,6,5.2,3,0,1,0,1,5.7,6.0,2.5,3.3,6.0,7.0
Frontend Developer,Mid,7,1.0,Mid (201-1000),Gaming,Hybrid,66948,44,4.1,9,6.5,0,12,0,0,0,7.1,5.6,8.3,5.9,9.8,3.0
Software Engineer,Senior,3,0.1,Startup (1-50),Cybersecurity,On-site,122269,50,3.4,2,5.6,4,12,0,0,1,7.2,4.0,7.4,3.0,9.5,9.4
Frontend Developer,Junior,12,3.8,Large (1001-5000),SaaS / Cloud,Hybrid,46725,45,4.8,20,4.8,2,17,1,1,1,3.1,5.0,3.5,4.9,5.4,2.5
DevOps Engineer,Senior,6,0.4,Mid (201-1000),Enterprise Software,On-site,55014,44,1.1,11,6.7,0,17,1,1,1,7.9,4.5,3.3,4.8,6.1,7.0
Software Engineer,Mid,5,0.8,Enterprise (5000+),E-commerce,Hybrid,74619,36,2.5,48,6.1,4,9,0,0,1,4.2,4.1,5.6,7.1,7.3,4.1
Software Engineer,Junior,0,4.0,Mid (201-1000),AI / ML Startup,Remote,40000,49,2.5,29,6.2,6,18,0,0,1,3.6,3.3,5.1,5.3,4.6,5.1
Product Manager,Mid,5,1.5,Mid (201-1000),Consulting,Hybrid,99383,47,4.5,11,6.2,0,7,0,0,1,3.8,6.3,5.6,6.4,4.6,4.5
Backend Developer,Junior,25,0.1,Enterprise (5000+),SaaS / Cloud,On-site,40000,42,3.5,43,5.6,0,11,0,0,1,9.0,3.3,6.5,3.1,4.5,2.6
Cloud Engineer,Junior,16,2.1,Mid (201-1000),Gaming,Remote,49445,45,2.1,5,5.9,1,19,1,1,1,9.5,3.2,1.4,3.7,7.0,9.6
Software Engineer,Junior,2,1.8,Startup (1-50),Consulting,Remote,65412,52,1.2,2,6.0,0,8,1,0,1,7.1,5.3,1.4,3.8,8.6,7.0
Data Scientist,Mid,13,1.6,Mid (201-1000),E-commerce,Remote,105765,52,5.5,23,6.0,5,18,1,1,1,5.9,6.3,5.5,5.3,7.5,8.0
ML Engineer,Junior,13,3.1,Startup (1-50),Cybersecurity,Hybrid,40000,50,4.0,6,4.8,1,11,0,0,0,7.5,7.7,2.7,2.7,4.0,5.1
Software Engineer,Mid,19,0.2,Startup (1-50),Fintech,Remote,40000,53,5.7,5,5.0,3,16,1,0,1,5.4,4.6,6.1,5.7,8.7,7.0
Software Engineer,Lead,14,1.2,Small (51-200),Gaming,On-site,118373,53,5.6,5,7.7,3,12,1,0,1,5.6,5.5,7.1,3.5,8.8,6.4
Backend Developer,Junior,17,2.5,Mid (201-1000),Fintech,On-site,57592,51,2.4,25,6.6,3,16,1,0,1,6.2,5.2,1.0,2.9,8.0,8.2
Data Scientist,Mid,7,0.1,Enterprise (5000+),E-commerce,Remote,95969,48,2.0,42,5.7,7,0,0,0,1,6.7,4.2,7.8,5.2,5.3,7.3
Data Scientist,Senior,11,0.2,Large (1001-5000),E-commerce,Hybrid,119758,48,1.1,22,6.3,3,9,0,0,0,4.9,7.0,5.0,7.0,6.1,4.8
Software Engineer,Junior,11,1.7,Startup (1-50),Gaming,On-site,40000,35,2.9,8,7.1,2,14,0,0,1,7.9,2.9,4.4,7.2,4.8,6.5
Frontend Developer,Junior,17,1.5,Startup (1-50),Social Media / AdTech,Hybrid,40000,49,4.5,7,7.8,0,15,1,0,1,4.4,5.8,2.2,7.2,3.9,6.6
Frontend Developer,Mid,5,2.1,Startup (1-50),AI / ML Startup,On-site,59244,40,4.7,4,6.1,0,0,1,1,1,5.5,5.3,5.5,2.6,7.3,3.7
Frontend Developer,Senior,7,2.1,Small (51-200),Healthcare Tech,Hybrid,99298,45,2.0,17,6.9,3,15,1,1,1,6.5,5.4,4.2,7.3,8.3,6.3
Backend Developer,Lead,9,0.5,Startup (1-50),AI / ML Startup,Hybrid,40000,65,4.3,5,6.3,3,10,1,0,1,6.2,9.4,2.6,3.7,5.9,6.7
Product Manager,Junior,23,2.0,Small (51-200),Enterprise Software,On-site,40000,39,3.7,21,6.2,4,14,1,1,1,5.3,5.7,3.0,7.5,7.3,4.8
ML Engineer,Mid,13,11.5,Small (51-200),AI / ML Startup,Remote,40000,42,4.1,13,7.8,2,16,0,0,0,8.3,5.4,2.0,5.0,8.9,7.4
Software Engineer,Mid,10,3.2,Mid (201-1000),E-commerce,Remote,40000,49,1.6,12,6.9,3,10,0,0,0,3.9,2.6,4.1,4.6,7.2,6.1
DevOps Engineer,Mid,10,0.2,Large (1001-5000),AI / ML Startup,Remote,72466,48,5.1,13,8.2,3,9,1,0,1,9.7,4.9,5.5,5.8,5.3,5.2
Cloud Engineer,Mid,8,1.1,Large (1001-5000),E-commerce,Remote,40000,50,3.2,6,8.1,2,14,0,0,0,6.3,3.7,4.2,5.3,5.8,7.1
Software Engineer,Junior,0,1.6,Large (1001-5000),Fintech,Hybrid,58766,43,4.0,15,7.8,6,25,1,0,1,6.3,3.7,5.5,5.1,6.2,4.4
ML Engineer,Mid,10,1.2,Mid (201-1000),Enterprise Software,Hybrid,80747,50,2.6,24,7.6,4,12,0,0,1,8.1,4.4,6.2,7.7,6.5,7.6
Product Manager,Junior,18,1.3,Mid (201-1000),Enterprise Software,Remote,81631,52,2.5,28,6.1,3,20,1,1,1,6.8,8.0,4.2,4.5,7.6,5.1
Product Manager,Principal,7,1.0,Startup (1-50),AI / ML Startup,On-site,175049,56,4.9,6,6.1,3,11,0,0,1,5.8,3.8,5.1,6.2,6.8,7.1
Frontend Developer,Manager,15,2.7,Mid (201-1000),Social Media / AdTech,On-site,149208,51,5.9,27,6.0,4,28,1,1,1,6.3,3.6,6.5,5.6,6.1,4.8
Software Engineer,Senior,10,0.2,Startup (1-50),SaaS / Cloud,Remote,40000,45,2.7,6,5.9,4,17,0,0,1,3.8,5.2,3.9,6.6,7.3,9.4
Backend Developer,Senior,13,15.0,Small (51-200),Consulting,On-site,40000,47,3.6,13,5.4,3,16,0,0,1,5.4,6.0,3.7,6.2,7.8,10.0
Software Engineer,Junior,15,1.3,Small (51-200),Healthcare Tech,On-site,55999,55,5.9,10,4.5,1,0,1,0,1,6.8,6.3,3.5,5.0,2.6,7.0
Product Manager,Junior,11,1.3,Startup (1-50),Healthcare Tech,Remote,40000,50,1.6,3,6.3,6,12,1,1,1,9.0,4.7,6.0,3.4,6.0,7.3
Product Manager,Senior,0,2.2,Enterprise (5000+),Consulting,Hybrid,112312,45,3.2,29,5.2,1,8,0,0,1,4.4,5.1,3.7,6.1,8.1,3.1
Frontend Developer,Manager,15,4.5,Mid (201-1000),SaaS / Cloud,Remote,83148,52,5.9,21,5.6,4,15,0,0,1,3.9,2.2,9.2,4.2,7.4,6.9
Data Scientist,Junior,6,1.0,Mid (201-1000),AI / ML Startup,Hybrid,57212,43,2.6,10,6.8,1,30,0,0,1,7.3,7.9,4.0,7.3,4.5,4.1
Data Scientist,Junior,4,2.2,Large (1001-5000),SaaS / Cloud,On-site,75964,48,1.3,16,8.4,3,19,1,0,1,2.9,3.3,8.3,6.7,5.4,6.6
DevOps Engineer,Manager,13,1.8,Enterprise (5000+),Fintech,Hybrid,43807,54,5.1,24,6.6,2,3,1,0,0,8.9,8.2,2.7,8.5,7.7,5.3
Backend Developer,Senior,0,6.4,Startup (1-50),E-commerce,Hybrid,40000,50,4.2,3,5.8,2,20,0,0,1,5.7,4.3,2.1,6.4,6.8,1.7
Product Manager,Senior,11,0.1,Mid (201-1000),Fintech,Hybrid,99819,46,5.7,14,7.5,2,9,1,0,1,3.5,6.1,4.8,6.2,7.3,9.8
Software Engineer,Mid,13,2.3,Small (51-200),Healthcare Tech,Hybrid,61776,46,4.9,6,5.4,2,21,0,0,1,6.3,7.3,5.2,4.9,4.5,6.4
Backend Developer,Senior,5,1.5,Enterprise (5000+),Consulting,On-site,40000,46,1.5,56,7.3,3,9,0,0,1,4.5,6.9,1.7,5.5,6.8,3.8
Software Engineer,Junior,16,1.4,Large (1001-5000),AI / ML Startup,Remote,40000,43,1.4,9,6.2,5,14,0,0,1,5.3,2.9,1.8,6.8,9.1,6.5
Full Stack Developer,Mid,8,0.2,Small (51-200),Healthcare Tech,Remote,95236,48,4.1,5,5.5,3,13,0,0,1,5.4,4.3,7.3,6.1,5.2,8.0
Frontend Developer,Junior,12,0.1,Mid (201-1000),SaaS / Cloud,Remote,45249,44,4.5,17,7.4,5,11,0,0,1,3.3,5.4,3.6,6.3,6.6,5.4
DevOps Engineer,Mid,15,0.7,Mid (201-1000),Fintech,Hybrid,73620,40,0.1,6,5.7,3,12,0,0,0,6.0,2.8,6.0,4.1,5.6,5.8
Software Engineer,Manager,10,1.1,Small (51-200),Fintech,Hybrid,120670,50,6.1,24,6.3,3,10,1,1,0,5.5,3.3,6.4,6.0,6.6,4.1
Software Engineer,Senior,1,6.0,Startup (1-50),SaaS / Cloud,Hybrid,105147,45,4.3,6,5.8,0,16,1,1,1,6.1,3.1,8.1,7.3,4.8,7.6
Product Manager,Mid,19,0.9,Large (1001-5000),SaaS / Cloud,Remote,40000,46,4.1,22,5.6,6,7,0,0,1,7.7,4.8,5.3,2.7,3.2,7.9
Backend Developer,Mid,7,1.6,Mid (201-1000),SaaS / Cloud,Hybrid,69346,43,4.1,7,6.0,3,9,1,0,0,6.7,5.9,2.6,8.5,5.6,5.8
